"IPR","gene","description"
"IPR011701","EfaB_PLUS_11414.g980","Major facilitator superfamily"
"IPR011701","EfaB_PLUS_37748.g2509","Major facilitator superfamily"
"IPR011701","EfaB_PLUS_5767.g509","Major facilitator superfamily"
"IPR011701","EfaB_PLUS_2526.g313","Major facilitator superfamily"
"IPR011701","EfaB_PLUS_11789.g1009","Major facilitator superfamily"
"IPR011701","EfaB_MINUS_26415.g2248","Major facilitator superfamily"
"IPR011701","EfaB_PLUS_17096.g1475","Major facilitator superfamily"
"IPR011701","EfaB_PLUS_1425.g184","Major facilitator superfamily"
"IPR011701","EfaB_MINUS_33854.g2521","Major facilitator superfamily"
"IPR011704","EfaB_MINUS_12616.g1112","ATPase, dynein-related, AAA domain"
"IPR011704","EfaB_PLUS_228.g27","ATPase, dynein-related, AAA domain"
"IPR011704","EfaB_MINUS_800.g72","ATPase, dynein-related, AAA domain"
"IPR011704","EfaB_PLUS_49504.g2695","ATPase, dynein-related, AAA domain"
"IPR011704","EfaB_PLUS_800.g67","ATPase, dynein-related, AAA domain"
"IPR011704","EfaB_MINUS_7048.g666","ATPase, dynein-related, AAA domain"
"IPR011704","EfaB_PLUS_56725.g2794","ATPase, dynein-related, AAA domain"
"IPR011704","EfaB_MINUS_26136.g2229","ATPase, dynein-related, AAA domain"
"IPR011709","EfaB_MINUS_25458.g2189","Domain of unknown function DUF1605"
"IPR011709","EfaB_MINUS_21840.g1876","Domain of unknown function DUF1605"
"IPR011709","EfaB_MINUS_56725.g2980","Domain of unknown function DUF1605"
"IPR011709","EfaB_PLUS_27413.g2202","Domain of unknown function DUF1605"
"IPR011709","EfaB_MINUS_38343.g2617","Domain of unknown function DUF1605"
"IPR011709","EfaB_PLUS_15349.g1253","Domain of unknown function DUF1605"
"IPR011709","EfaB_PLUS_31498.g2321","Domain of unknown function DUF1605"
"IPR011710","EfaB_PLUS_1527.g188","Coatomer, beta subunit, C-terminal"
"IPR011722","EfaB_MINUS_32574.g2458","Hemimethylated DNA-binding domain"
"IPR011760","EfaB_PLUS_20412.g1712","Pseudouridine synthase, TruD, insertion domain"
"IPR011761","EfaB_PLUS_24117.g1980","ATP-grasp fold"
"IPR011761","EfaB_PLUS_17901.g1531","ATP-grasp fold"
"IPR011762","EfaB_PLUS_24117.g1980","Acetyl-coenzyme A carboxyltransferase, N-terminal"
"IPR011763","EfaB_PLUS_24117.g1980","Acetyl-coenzyme A carboxyltransferase, C-terminal"
"IPR011764","EfaB_PLUS_24117.g1980","Biotin carboxylation domain"
"IPR011765","EfaB_PLUS_21840.g1792","Peptidase M16, N-terminal"
"IPR011765","EfaB_MINUS_53301.g2885","Peptidase M16, N-terminal"
"IPR011765","EfaB_PLUS_20412.g1740","Peptidase M16, N-terminal"
"IPR011765","EfaB_PLUS_15697.g1350","Peptidase M16, N-terminal"
"IPR011765","EfaB_PLUS_20371.g1671","Peptidase M16, N-terminal"
"IPR011765","EfaB_MINUS_7742.g769","Peptidase M16, N-terminal"
"IPR011765","EfaB_PLUS_53301.g2783","Peptidase M16, N-terminal"
"IPR011765","EfaB_MINUS_15697.g1405","Peptidase M16, N-terminal"
"IPR011767","EfaB_MINUS_50054.g2833","Glutaredoxin active site"
"IPR011833","EfaB_MINUS_19717.g1715","Glycogen/starch/alpha-glucan phosphorylase"
"IPR011899","EfaB_MINUS_50054.g2833","Glutaredoxin, eukaryotic/virial"
"IPR011940","EfaB_MINUS_11882.g1045","Meiotic recombinase Dmc1"
"IPR011941","EfaB_MINUS_15899.g1465","DNA recombination/repair protein Rad51"
"IPR011948","EfaB_PLUS_15349.g1257","Dullard phosphatase domain, eukaryotic"
"IPR011948","EfaB_PLUS_11789.g1010","Dullard phosphatase domain, eukaryotic"
"IPR011961","EfaB_MINUS_32658.g2477","16S rRNA processing protein RimM"
"IPR011987","EfaB_MINUS_56725.g2939","ATPase, V1 complex, subunit H, C-terminal"
"IPR011989","EfaB_PLUS_5792.g564","Armadillo-like helical"
"IPR011989","EfaB_PLUS_8664.g826","Armadillo-like helical"
"IPR011989","EfaB_MINUS_33184.g2507","Armadillo-like helical"
"IPR011989","EfaB_MINUS_56725.g2939","Armadillo-like helical"
"IPR011989","EfaB_MINUS_34010.g2542","Armadillo-like helical"
"IPR011989","EfaB_MINUS_22450.g1934","Armadillo-like helical"
"IPR011989","EfaB_MINUS_6743.g612","Armadillo-like helical"
"IPR011989","EfaB_MINUS_23272.g2043","Armadillo-like helical"
"IPR011989","EfaB_PLUS_11882.g1021","Armadillo-like helical"
"IPR011989","EfaB_PLUS_58361.g2867","Armadillo-like helical"
"IPR011989","EfaB_PLUS_800.g72","Armadillo-like helical"
"IPR011989","EfaB_MINUS_8675.g864","Armadillo-like helical"
"IPR011989","EfaB_MINUS_27413.g2282","Armadillo-like helical"
"IPR011989","EfaB_MINUS_27383.g2272","Armadillo-like helical"
"IPR011989","EfaB_MINUS_28105.g2313","Armadillo-like helical"
"IPR011989","EfaB_PLUS_42996.g2612","Armadillo-like helical"
"IPR011989","EfaB_PLUS_7048.g689","Armadillo-like helical"
"IPR011989","EfaB_PLUS_8664.g827","Armadillo-like helical"
"IPR011989","EfaB_PLUS_56725.g2825","Armadillo-like helical"
"IPR011989","EfaB_MINUS_20371.g1771","Armadillo-like helical"
"IPR011989","EfaB_MINUS_34010.g2533","Armadillo-like helical"
"IPR011989","EfaB_PLUS_1527.g188","Armadillo-like helical"
"IPR011989","EfaB_MINUS_5519.g468","Armadillo-like helical"
"IPR011989","EfaB_PLUS_34010.g2459","Armadillo-like helical"
"IPR011989","EfaB_PLUS_31151.g2272","Armadillo-like helical"
"IPR011989","EfaB_MINUS_43533.g2777","Armadillo-like helical"
"IPR011989","EfaB_PLUS_3469.g356","Armadillo-like helical"
"IPR011989","EfaB_MINUS_3222.g324","Armadillo-like helical"
"IPR011989","EfaB_PLUS_25052.g2042","Armadillo-like helical"
"IPR011989","EfaB_PLUS_4849.g448","Armadillo-like helical"
"IPR011989","EfaB_MINUS_20412.g1823","Armadillo-like helical"
"IPR011989","EfaB_PLUS_34010.g2447","Armadillo-like helical"
"IPR011989","EfaB_PLUS_17764.g1527","Armadillo-like helical"
"IPR011989","EfaB_MINUS_11124.g960","Armadillo-like helical"
"IPR011989","EfaB_PLUS_12065.g1039","Armadillo-like helical"
"IPR011989","EfaB_PLUS_7742.g755","Armadillo-like helical"
"IPR011989","EfaB_MINUS_43533.g2753","Armadillo-like helical"
"IPR011989","EfaB_PLUS_1068.g125","Armadillo-like helical"
"IPR011989","EfaB_MINUS_17907.g1645","Armadillo-like helical"
"IPR011989","EfaB_PLUS_1711.g192","Armadillo-like helical"
"IPR011989","EfaB_PLUS_43533.g2667","Armadillo-like helical"
"IPR011989","EfaB_PLUS_19717.g1624","Armadillo-like helical"
"IPR011989","EfaB_MINUS_25052.g2122","Armadillo-like helical"
"IPR011989","EfaB_PLUS_33854.g2423","Armadillo-like helical"
"IPR011989","EfaB_PLUS_32574.g2352","Armadillo-like helical"
"IPR011989","EfaB_MINUS_2074.g242","Armadillo-like helical"
"IPR011989","EfaB_MINUS_800.g76","Armadillo-like helical"
"IPR011989","EfaB_MINUS_25177.g2141","Armadillo-like helical"
"IPR011989","EfaB_MINUS_28203.g2321","Armadillo-like helical"
"IPR011989","EfaB_MINUS_5504.g464","Armadillo-like helical"
"IPR011989","EfaB_PLUS_56725.g2828","Armadillo-like helical"
"IPR011989","EfaB_MINUS_13227.g1169","Armadillo-like helical"
"IPR011989","EfaB_MINUS_38801.g2629","Armadillo-like helical"
"IPR011989","EfaB_MINUS_10331.g916","Armadillo-like helical"
"IPR011989","EfaB_PLUS_720.g48","Armadillo-like helical"
"IPR011989","EfaB_PLUS_118.g2","Armadillo-like helical"
"IPR011989","EfaB_PLUS_15697.g1349","Armadillo-like helical"
"IPR011989","EfaB_PLUS_52892.g2753","Armadillo-like helical"
"IPR011989","EfaB_PLUS_15648.g1309","Armadillo-like helical"
"IPR011989","EfaB_PLUS_14881.g1217","Armadillo-like helical"
"IPR011989","EfaB_MINUS_11414.g1018","Armadillo-like helical"
"IPR011989","EfaB_PLUS_20437.g1755","Armadillo-like helical"
"IPR011989","EfaB_PLUS_31746.g2341","Armadillo-like helical"
"IPR011989","EfaB_PLUS_13222.g1099","Armadillo-like helical"
"IPR011989","EfaB_PLUS_33184.g2396","Armadillo-like helical"
"IPR011989","EfaB_MINUS_15576.g1324","Armadillo-like helical"
"IPR011989","EfaB_MINUS_31498.g2393","Armadillo-like helical"
"IPR011989","EfaB_MINUS_3407.g333","Armadillo-like helical"
"IPR011989","EfaB_MINUS_32574.g2466","Armadillo-like helical"
"IPR011989","EfaB_PLUS_26792.g2168","Armadillo-like helical"
"IPR011989","EfaB_MINUS_52892.g2860","Armadillo-like helical"
"IPR011989","EfaB_PLUS_3469.g372","Armadillo-like helical"
"IPR011989","EfaB_PLUS_9324.g879","Armadillo-like helical"
"IPR011989","EfaB_MINUS_10824.g923","Armadillo-like helical"
"IPR011989","EfaB_MINUS_38801.g2625","Armadillo-like helical"
"IPR011989","EfaB_MINUS_20371.g1765","Armadillo-like helical"
"IPR011989","EfaB_MINUS_8664.g839","Armadillo-like helical"
"IPR011989","EfaB_PLUS_56725.g2827","Armadillo-like helical"
"IPR011989","EfaB_PLUS_25052.g2039","Armadillo-like helical"
"IPR011989","EfaB_PLUS_23210.g1944","Armadillo-like helical"
"IPR011989","EfaB_MINUS_43533.g2780","Armadillo-like helical"
"IPR011989","EfaB_MINUS_1068.g160","Armadillo-like helical"
"IPR011989","EfaB_PLUS_2387.g298","Armadillo-like helical"
"IPR011989","EfaB_MINUS_43533.g2781","Armadillo-like helical"
"IPR011989","EfaB_PLUS_1903.g202","Armadillo-like helical"
"IPR011989","EfaB_MINUS_17400.g1575","Armadillo-like helical"
"IPR011989","EfaB_PLUS_5670.g495","Armadillo-like helical"
"IPR011989","EfaB_PLUS_2074.g240","Armadillo-like helical"
"IPR011989","EfaB_PLUS_49504.g2710","Armadillo-like helical"
"IPR011990","EfaB_PLUS_20437.g1751","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_34010.g2467","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_12534.g1078","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_22240.g1896","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_19717.g1699","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_11882.g1038","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_42996.g2614","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_24117.g2090","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_13227.g1151","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_34010.g2527","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_52892.g2742","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_15648.g1382","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_15648.g1309","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_43533.g2661","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_37748.g2506","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_2387.g273","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_13227.g1185","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_37748.g2592","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_52892.g2865","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_9324.g880","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_17400.g1506","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_21840.g1882","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_27383.g2277","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_7048.g697","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_31498.g2390","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_4891.g464","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_14978.g1227","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_5792.g548","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_23210.g1936","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_37748.g2497","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_50054.g2839","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_16835.g1496","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_17089.g1509","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_38801.g2543","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_15899.g1471","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_20412.g1697","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_25458.g2105","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_8664.g837","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_16742.g1479","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_13227.g1163","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_34010.g2443","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_53301.g2768","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_24117.g2087","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_20371.g1687","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_17907.g1555","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_13222.g1135","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_11414.g997","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_11882.g1056","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_20371.g1695","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_21981.g1802","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_28203.g2239","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_23143.g1990","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_27383.g2272","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_7742.g787","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_15576.g1292","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_34010.g2543","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_31151.g2272","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_20371.g1646","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_13227.g1159","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_1068.g145","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_15648.g1367","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_3469.g339","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_25019.g2111","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_26831.g2182","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_228.g14","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_33854.g2428","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_25190.g2074","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_20412.g1719","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_13201.g1091","Tetratricopeptide-like helical"
"IPR011990","EfaB_MINUS_24117.g2074","Tetratricopeptide-like helical"
"IPR011990","EfaB_PLUS_27413.g2202","Tetratricopeptide-like helical"
"IPR011991","EfaB_PLUS_21981.g1802","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_15765.g1441","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_34010.g2458","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_22450.g1913","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_33184.g2495","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_14053.g1195","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_2601.g321","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_22450.g1917","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_17195.g1496","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_13222.g1119","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_13222.g1106","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_56725.g2841","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_9917.g888","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_23272.g1953","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_15745.g1431","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_15349.g1255","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_274.g34","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_15765.g1452","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_PLUS_5792.g562","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_56725.g2959","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_37748.g2592","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011991","EfaB_MINUS_5792.g540","Winged helix-turn-helix transcription repressor DNA-binding"
"IPR011992","EfaB_PLUS_17907.g1559","EF-hand-like domain"
"IPR011992","EfaB_PLUS_22450.g1843","EF-hand-like domain"
"IPR011992","EfaB_PLUS_20371.g1645","EF-hand-like domain"
"IPR011992","EfaB_MINUS_2387.g276","EF-hand-like domain"
"IPR011992","EfaB_PLUS_20412.g1725","EF-hand-like domain"
"IPR011992","EfaB_MINUS_26415.g2249","EF-hand-like domain"
"IPR011992","EfaB_MINUS_3469.g341","EF-hand-like domain"
"IPR011992","EfaB_PLUS_22960.g1908","EF-hand-like domain"
"IPR011992","EfaB_PLUS_20412.g1713","EF-hand-like domain"
"IPR011992","EfaB_PLUS_6743.g624","EF-hand-like domain"
"IPR011992","EfaB_MINUS_20371.g1749","EF-hand-like domain"
"IPR011992","EfaB_MINUS_43533.g2774","EF-hand-like domain"
"IPR011992","EfaB_MINUS_36188.g2577","EF-hand-like domain"
"IPR011992","EfaB_MINUS_50714.g2842","EF-hand-like domain"
"IPR011992","EfaB_MINUS_15349.g1309","EF-hand-like domain"
"IPR011992","EfaB_MINUS_2387.g274","EF-hand-like domain"
"IPR011992","EfaB_MINUS_39892.g2647","EF-hand-like domain"
"IPR011992","EfaB_MINUS_58361.g2994","EF-hand-like domain"
"IPR011992","EfaB_MINUS_2526.g307","EF-hand-like domain"
"IPR011992","EfaB_MINUS_228.g6","EF-hand-like domain"
"IPR011992","EfaB_PLUS_30201.g2266","EF-hand-like domain"
"IPR011992","EfaB_PLUS_1711.g193","EF-hand-like domain"
"IPR011992","EfaB_PLUS_15576.g1304","EF-hand-like domain"
"IPR011992","EfaB_MINUS_31498.g2398","EF-hand-like domain"
"IPR011992","EfaB_MINUS_15648.g1381","EF-hand-like domain"
"IPR011992","EfaB_PLUS_56725.g2854","EF-hand-like domain"
"IPR011992","EfaB_PLUS_38343.g2523","EF-hand-like domain"
"IPR011992","EfaB_MINUS_23272.g2041","EF-hand-like domain"
"IPR011992","EfaB_MINUS_12324.g1089","EF-hand-like domain"
"IPR011992","EfaB_MINUS_49504.g2810","EF-hand-like domain"
"IPR011992","EfaB_PLUS_38343.g2529","EF-hand-like domain"
"IPR011992","EfaB_MINUS_43533.g2767","EF-hand-like domain"
"IPR011992","EfaB_PLUS_22732.g1892","EF-hand-like domain"
"IPR011992","EfaB_PLUS_1307.g160","EF-hand-like domain"
"IPR011992","EfaB_PLUS_56725.g2790","EF-hand-like domain"
"IPR011992","EfaB_PLUS_11882.g1018","EF-hand-like domain"
"IPR011992","EfaB_PLUS_6929.g645","EF-hand-like domain"
"IPR011992","EfaB_PLUS_20371.g1680","EF-hand-like domain"
"IPR011992","EfaB_MINUS_23272.g2048","EF-hand-like domain"
"IPR011992","EfaB_MINUS_53301.g2884","EF-hand-like domain"
"IPR011992","EfaB_PLUS_23210.g1943","EF-hand-like domain"
"IPR011992","EfaB_PLUS_11135.g964","EF-hand-like domain"
"IPR011992","EfaB_PLUS_20412.g1745","EF-hand-like domain"
"IPR011992","EfaB_MINUS_7742.g780","EF-hand-like domain"
"IPR011992","EfaB_MINUS_3833.g375","EF-hand-like domain"
"IPR011992","EfaB_PLUS_720.g51","EF-hand-like domain"
"IPR011992","EfaB_PLUS_11882.g1031","EF-hand-like domain"
"IPR011992","EfaB_PLUS_25398.g2080","EF-hand-like domain"
"IPR011992","EfaB_MINUS_53301.g2896","EF-hand-like domain"
"IPR011992","EfaB_MINUS_50054.g2837","EF-hand-like domain"
"IPR011992","EfaB_MINUS_56725.g2951","EF-hand-like domain"
"IPR011992","EfaB_MINUS_11414.g1001","EF-hand-like domain"
"IPR011992","EfaB_MINUS_43533.g2764","EF-hand-like domain"
"IPR011992","EfaB_PLUS_17400.g1502","EF-hand-like domain"
"IPR011992","EfaB_PLUS_20437.g1752","EF-hand-like domain"
"IPR011992","EfaB_PLUS_13227.g1128","EF-hand-like domain"
"IPR011992","EfaB_PLUS_1425.g186","EF-hand-like domain"
"IPR011992","EfaB_MINUS_17400.g1570","EF-hand-like domain"
"IPR011992","EfaB_MINUS_8664.g853","EF-hand-like domain"
"IPR011992","EfaB_MINUS_6897.g624","EF-hand-like domain"
"IPR011992","EfaB_MINUS_27413.g2281","EF-hand-like domain"
"IPR011992","EfaB_PLUS_7742.g796","EF-hand-like domain"
"IPR011992","EfaB_PLUS_13222.g1094","EF-hand-like domain"
"IPR011992","EfaB_MINUS_20412.g1828","EF-hand-like domain"
"IPR011993","EfaB_PLUS_14978.g1235","Pleckstrin homology-like domain"
"IPR011993","EfaB_PLUS_52892.g2767","Pleckstrin homology-like domain"
"IPR011993","EfaB_PLUS_1711.g193","Pleckstrin homology-like domain"
"IPR011993","EfaB_MINUS_31746.g2422","Pleckstrin homology-like domain"
"IPR011993","EfaB_PLUS_17907.g1565","Pleckstrin homology-like domain"
"IPR011993","EfaB_PLUS_26792.g2167","Pleckstrin homology-like domain"
"IPR011993","EfaB_MINUS_56725.g2921","Pleckstrin homology-like domain"
"IPR011993","EfaB_PLUS_17907.g1551","Pleckstrin homology-like domain"
"IPR011993","EfaB_MINUS_13398.g1199","Pleckstrin homology-like domain"
"IPR011993","EfaB_PLUS_12065.g1037","Pleckstrin homology-like domain"
"IPR011993","EfaB_PLUS_20412.g1726","Pleckstrin homology-like domain"
"IPR011993","EfaB_PLUS_5767.g515","Pleckstrin homology-like domain"
