Mouse Gene Identifier,Mouse Gene Product Description,Plasmodium Gene Indentifier,Plasmodium Gene Product Description,Interaction Type
ENSMUSG00000031711,zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574],PBANKA_131240,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_131480,"elongation factor 2, putative",ISIGEM
ENSMUSG00000075135,olfactory receptor 1166 [Source:MGI Symbol;Acc:MGI:3031000],PBANKA_131500,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000036632,"asparagine-linked glycosylation 5 homolog (yeast, dolichyl-phosphate beta-glucosyltransferase) [Source:MGI Symbol;Acc:MGI:1913498]",PBANKA_131520,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000053334,FIC domain containing [Source:MGI Symbol;Acc:MGI:1098550],PBANKA_131520,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000078924,predicted gene 12169 [Source:MGI Symbol;Acc:MGI:3650838],PBANKA_131530,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_131570,rhoptry neck protein 2,ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_131620,"SNARE protein, putative",ISIGEM
ENSMUSG00000022902,stefin A2 [Source:MGI Symbol;Acc:MGI:106197],PBANKA_131760,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_131810,"peptidase, putative",ISIGEM
ENSMUSG00000033379,"ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510]",PBANKA_131860,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000030512,small nuclear ribonucleoprotein polypeptide A' [Source:MGI Symbol;Acc:MGI:1916231],PBANKA_131900,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_131960,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_132040,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000034329,BRCA1 interacting protein C-terminal helicase 1 [Source:MGI Symbol;Acc:MGI:2442836],PBANKA_132110,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_132170,"cysteine proteinase, putative",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_132190,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_132230,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000024223,RIKEN cDNA 4930511I11 gene [Source:MGI Symbol;Acc:MGI:1914895],PBANKA_132310,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000061305,olfactory receptor 342 [Source:MGI Symbol;Acc:MGI:3030176],PBANKA_132570,"thioredoxin-like protein, putative",ISIGEM
ENSMUSG00000070546,"MAS-related GPR, member B3 [Source:MGI Symbol;Acc:MGI:3033117]",PBANKA_132620,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_132650,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_132730,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000025337,Shwachman-Bodian-Diamond syndrome homolog (human) [Source:MGI Symbol;Acc:MGI:1913961],PBANKA_132770,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000029992,glutamine fructose-6-phosphate transaminase 1 [Source:MGI Symbol;Acc:MGI:95698],PBANKA_132770,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000063762,"taste receptor, type 2, member 129 [Source:MGI Symbol;Acc:MGI:2681276]",PBANKA_132920,"dynein beta chain, putative",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_132970,"26S proteasome subunit, putative",ISIGEM
ENSMUSG00000057982,zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362],PBANKA_132980,"transcription factor with AP2 domain(s), putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_133050,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000091844,predicted gene 8251 [Source:MGI Symbol;Acc:MGI:3647616],PBANKA_133130,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000064341,mitochondrially encoded NADH dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:101787],PBANKA_133200,"U2 snRNP auxiliary factor, putative",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_133710,"splicing factor, putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_133740,"adenosine-diphosphatase, putative",ISIGEM
ENSMUSG00000031095,cullin 4B [Source:MGI Symbol;Acc:MGI:1919834],PBANKA_133860,"60S ribosomal protein L23a, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_133890,"secreted ookinete protein, putative glideosome associated protein with multiple membrane spans 1, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_133930,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_133930,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_133930,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_133950,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_133980,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000063762,"taste receptor, type 2, member 129 [Source:MGI Symbol;Acc:MGI:2681276]",PBANKA_134060,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000068739,seryl-aminoacyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:102809],PBANKA_134120,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_134180,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_134260,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_134360,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_134410,"myosin, putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_134870,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_134880,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_134900,MSP7-like protein,ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_134920,MSP7-like protein,ISIGEM
ENSMUSG00000064341,mitochondrially encoded NADH dehydrogenase 1 [Source:MGI Symbol;Acc:MGI:101787],PBANKA_134930,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000048047,zinc finger and BTB domain containing 33 [Source:MGI Symbol;Acc:MGI:1927290],PBANKA_135000,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000025337,Shwachman-Bodian-Diamond syndrome homolog (human) [Source:MGI Symbol;Acc:MGI:1913961],PBANKA_135060,"nuclear movement protein, putative",ISIGEM
ENSMUSG00000028461,coiled-coil domain containing 107 [Source:MGI Symbol;Acc:MGI:1913423],PBANKA_135340,"secreted ookinete protein, putative",ISIGEM
ENSMUSG00000057342,sphingosine kinase 2 [Source:MGI Symbol;Acc:MGI:1861380],PBANKA_135340,"secreted ookinete protein, putative",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_135410,Rab GTPase 11b,ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_135430,"sodium-dependent phosphate transporter, putative",ISIGEM
ENSMUSG00000043119,olfactory receptor 448 [Source:MGI Symbol;Acc:MGI:3030282],PBANKA_135460,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_135470,,ISIGEM
ENSMUSG00000049168,olfactory receptor 449 [Source:MGI Symbol;Acc:MGI:3030283],PBANKA_135540,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_135640,"DNA helicase, putative, pseudogene",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_135640,"DNA helicase, putative, pseudogene",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_135660,"UDP-N-acetylglucosamine pyrophosphorylase, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_135730,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_136010,nucleoside transporter 1,ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_136110,"elongation factor Tu, putative",ISIGEM
ENSMUSG00000029066,mitochondrial ribosomal protein L20 [Source:MGI Symbol;Acc:MGI:2137221],PBANKA_136120,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000028042,zinc finger and BTB domain containing 7B [Source:MGI Symbol;Acc:MGI:102755],PBANKA_136130,"TBC domain protein, putative",ISIGEM
ENSMUSG00000068706,predicted pseudogene 10250 [Source:MGI Symbol;Acc:MGI:3642408],PBANKA_136130,"TBC domain protein, putative",ISIGEM
ENSMUSG00000039782,cytoplasmic polyadenylation element binding protein 2 [Source:MGI Symbol;Acc:MGI:2442640],PBANKA_136280,"conserved Plasmodium protein, unknown function, fragment",ISIGEM
ENSMUSG00000043855,olfactory receptor 479 [Source:MGI Symbol;Acc:MGI:3030313],PBANKA_136460,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_136470,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000037071,stearoyl-Coenzyme A desaturase 1 [Source:MGI Symbol;Acc:MGI:98239],PBANKA_136480,"ABC transporter, putative",ISIGEM
ENSMUSG00000055319,Sec23 interacting protein [Source:MGI Symbol;Acc:MGI:2450915],PBANKA_140100,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_140220,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000033379,"ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510]",PBANKA_140330,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000039720,glutamic-oxaloacetic transaminase 1-like 1 [Source:MGI Symbol;Acc:MGI:1923865],PBANKA_140330,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000025337,Shwachman-Bodian-Diamond syndrome homolog (human) [Source:MGI Symbol;Acc:MGI:1913961],PBANKA_140350,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000029992,glutamine fructose-6-phosphate transaminase 1 [Source:MGI Symbol;Acc:MGI:95698],PBANKA_140350,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_140490,"26S proteasome regulatory subunit, putative",ISIGEM
ENSMUSG00000031711,zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574],PBANKA_140510,"vacuolar ATP synthase subunit h, putative",ISIGEM
ENSMUSG00000029066,mitochondrial ribosomal protein L20 [Source:MGI Symbol;Acc:MGI:2137221],PBANKA_140620,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_140700,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_140700,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000058807,olfactory receptor 331 [Source:MGI Symbol;Acc:MGI:3030165],PBANKA_140970,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_141000,"26S proteasome regulatory subunit 7, putative",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_141020,"cytochrome c2 precursor,putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_141040,"vacuolar ATP synthase subunit a, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_141140,"ubiquitin-like protein nedd8 homologue, putative",ISIGEM
ENSMUSG00000027429,SEC23B (S. cerevisiae) [Source:MGI Symbol;Acc:MGI:1350925],PBANKA_141260,"telomerase reverse transcriptase, putative, fragment",ISIGEM
ENSMUSG00000022475,histone deacetylase 7 [Source:MGI Symbol;Acc:MGI:1891835],PBANKA_141280,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000057982,zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362],PBANKA_141340,"TFIIH basal transcription factor subunit, putative",ISIGEM
ENSMUSG00000037905,Bri3 binding protein [Source:MGI Symbol;Acc:MGI:1924059],PBANKA_141450,"protein kinase, putative",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_141490,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_141510,"cholinephosphate cytidylyltransferase, putative",ISIGEM
ENSMUSG00000029777,glycyl-tRNA synthetase [Source:MGI Symbol;Acc:MGI:2449057],PBANKA_141570,"transcription factor with AP2 domain(s), putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_141650,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000048101,olfactory receptor 19 [Source:MGI Symbol;Acc:MGI:109316],PBANKA_141730,"DnaJ/SEC63 protein, putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_141750,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000021347,"prolactin family 7, subfamily b, member 1 [Source:MGI Symbol;Acc:MGI:1922846]",PBANKA_141820,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000043262,UEV and lactate/malate dehyrogenase domains [Source:MGI Symbol;Acc:MGI:1860490],PBANKA_141840,"ATP-dependent Clp protease adaptor protein, putative",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_141910,"dihydrolipamide succinyltransferase component of 2-oxoglutarate dehydrogenase, putative",ISIGEM
ENSMUSG00000033379,"ATPase, H+ transporting, lysosomal V0 subunit B [Source:MGI Symbol;Acc:MGI:1890510]",PBANKA_141940,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000073007,"family with sequence similarity 46, member D [Source:MGI Symbol;Acc:MGI:2685223]",PBANKA_141940,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_142210,"drug metabolite transporter, putative",ISIGEM
ENSMUSG00000026004,RIKEN cDNA 1110028C15 gene [Source:MGI Symbol;Acc:MGI:1915941],PBANKA_142290,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000031711,zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574],PBANKA_142290,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000015013,trafficking protein particle complex 2-like [Source:MGI Symbol;Acc:MGI:1916295],PBANKA_142380,"ABC transporter, putative",ISIGEM
ENSMUSG00000031711,zinc finger protein 330 [Source:MGI Symbol;Acc:MGI:1353574],PBANKA_142480,"RNA-binding protein, putative",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_142520,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023931,"EF hand domain family, member B [Source:MGI Symbol;Acc:MGI:3045296]",PBANKA_142620,"CAF1 family ribonuclease, putative",ISIGEM
ENSMUSG00000090132,"cysteine-rich perinuclear theca 2, pseudogene [Source:MGI Symbol;Acc:MGI:2676331]",PBANKA_142880,"iron-sulfur subunit of succinate dehydrogenase, putative",ISIGEM
ENSMUSG00000006490,"prolactin family8, subfamily a, member 9 [Source:MGI Symbol;Acc:MGI:1914560]",PBANKA_142890,"bromodomain protein, putative",ISIGEM
ENSMUSG00000042414,PR domain containing 14 [Source:MGI Symbol;Acc:MGI:3588194],PBANKA_142930,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000030512,small nuclear ribonucleoprotein polypeptide A' [Source:MGI Symbol;Acc:MGI:1916231],PBANKA_142950,"RNA polymerase subunit 8c, putative",ISIGEM
ENSMUSG00000047535,olfactory receptor 67 [Source:MGI Symbol;Acc:MGI:1341911],PBANKA_143000,"histone-lysine N-methyltransferase, putative",ISIGEM
ENSMUSG00000026035,peptidylprolyl isomerase (cyclophilin)-like 3 [Source:MGI Symbol;Acc:MGI:1917475],PBANKA_143060,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000057982,zinc finger protein 809 [Source:MGI Symbol;Acc:MGI:2143362],PBANKA_143060,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_143080,"thioredoxin peroxidase 2, putative",ISIGEM
ENSMUSG00000054589,predicted gene 9949 [Source:MGI Symbol;Acc:MGI:3647947],PBANKA_143110,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000040328,olfactory receptor 56 [Source:MGI Symbol;Acc:MGI:1333785],PBANKA_143210,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000070617,predicted gene 13089 [Source:MGI Symbol;Acc:MGI:3649972],PBANKA_143240,perforin like protein 2,ISIGEM
ENSMUSG00000023852,chromodomain helicase DNA binding protein 1 [Source:MGI Symbol;Acc:MGI:88393],PBANKA_143250,"DNA-binding chaperone, putative",ISIGEM
ENSMUSG00000078924,predicted gene 12169 [Source:MGI Symbol;Acc:MGI:3650838],PBANKA_143320,"anaphase promoting complex subunit 10, putative",ISIGEM
ENSMUSG00000073914,olfactory receptor 677 [Source:MGI Symbol;Acc:MGI:3030511],PBANKA_143390,"adaptor protein subunit, puative",ISIGEM
ENSMUSG00000001285,melanocyte proliferating gene 1 [Source:MGI Symbol;Acc:MGI:1929864],PBANKA_143460,"formin 2, putative",ISIGEM
ENSMUSG00000049168,olfactory receptor 449 [Source:MGI Symbol;Acc:MGI:3030283],PBANKA_143630,"conserved Plasmodium protein, unknown function",ISIGEM
ENSMUSG00000018326,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, beta polypeptide [Source:MGI Symbol;Acc:MGI:1891917]",PBANKA_143680,"conserved Plasmodium protein, unknown function",ISIGEM
