[Gene ID]	[Fold Change]	[Chosen Comp (log2)]	[Chosen Ref (log2)]	[Previous ID(s)]	
TGME49_252310	-1.1	4.31	4.42	1916.t000262, 52.m01539, TGME49_052310, TgGLEAN_0992, TgGlmHMM_3748, TgTigrScan_3231, TgTwinScan_2881, mrna.TGME49_052310A, tigr:cds.TGME49_052310A	
TGME49_252320	-1.1	4.35	4.49	1916.t000261, 52.m01540, TGME49_052320, TgGLEAN_1014, TgGlmHMM_3749, TgTigrScan_3232, TgTwinScan_2882, mrna.TGME49_052320A, tigr:cds.TGME49_052320A	
TGME49_252330	1.1	0.16	0.07	1916.t000260, 52.m03451, TGME49_052330, TgGLEAN_0991, TgTigrScan_3233, TgTwinScan_2883, mrna.TGME49_052330A, tigr:cds.TGME49_052330A	
TGME49_252340	-1.3	3.84	4.19	1916.t000259, 52.m01541, TGME49_052340, TgGLEAN_1015, TgGlmHMM_3749, TgTigrScan_3234, TgTwinScan_2884, TgTwinScan_2885, mrna.TGME49_052340A, tigr:cds.TGME49_052340A	
TGME49_252350	-1	0	0.03	1916.t000258, 52.m01542, TGME49_052350, TgGLEAN_0990, TgGlmHMM_3750, TgTigrScan_3235, mrna.TGME49_052350A, tigr:cds.TGME49_052350A	
TGME49_252360	3	2.04	0.44	1916.t000257, 52.m01543, TGME49_052360, TgGLEAN_1016, TgGlmHMM_3751, TgTigrScan_3236, TgTwinScan_2886, mrna.TGME49_052360A, tigr:cds.TGME49_052360A	
TGME49_252370	-1.4	1.42	1.87	1916.t000256, 52.m01544, TGME49_052370, TgGLEAN_0989, TgGlmHMM_3752, TgTigrScan_3237, TgTwinScan_2887, mrna.TGME49_052370A, tigr:cds.TGME49_052370A	
TGME49_252380	-1.8	2.66	3.51	1916.t000255, 52.m01545, TGME49_052380, TgGLEAN_0987, TgGlmHMM_3752, TgTigrScan_3239, TgTwinScan_2888, mrna.TGME49_052380A, tigr:cds.TGME49_052380A	
TGME49_252385	-1.6	2.32	3	1916.t000254, TGME49_052385	
TGME49_252390	1.1	0.34	0.27	1916.t000253, TGME49_052390, TgGLEAN_0986, TgGlmHMM_3752, TgTigrScan_3240, TgTwinScan_2889, mrna.TGME49_052390A, tigr:cds.TGME49_052390A	
TGME49_252395	-5.1	1.2	3.55	1916.t000251, TGME49_052395	
TGME49_252400	-1.2	2.77	2.99	1916.t000249, 52.m01546, TGME49_052400, TgGLEAN_0984, TgGlmHMM_3752, TgTigrScan_3240, TgTwinScan_2890, mrna.TGME49_052400A, tigr:cds.TGME49_052400A	
TGME49_252410	-1.2	3.63	3.87	1916.t000248, 52.m03472, TGME49_052410, TgTigrScan_3241, mrna.TGME49_052410A, tigr:cds.TGME49_052410A	
TGME49_252420	-1.4	3.56	4.05	1916.t000247, 52.m01547, TGME49_052420, TgGLEAN_1017, TgGlmHMM_3753, TgTigrScan_3241, TgTwinScan_2891, mrna.TGME49_052420A, tigr:cds.TGME49_052420A	
TGME49_252430	-1.4	3.44	3.9	1916.t000246, 52.m02675, TGME49_052430, TgGLEAN_1017, TgGlmHMM_3753, TgTigrScan_3241, TgTwinScan_2892, mrna.TGME49_052430A, tigr:cds.TGME49_052430A	
TGME49_252440	-1.3	3.89	4.25	1916.t000245, 52.m02682, TGME49_052440, TgGLEAN_0983, TgGlmHMM_3754, TgTigrScan_3242, TgTwinScan_2893, mrna.TGME49_052440A, tigr:cds.TGME49_052440A	
TGME49_252450	-1.4	0	0.44	1916.t000244, 52.m03456, TGME49_052450, mrna.TGME49_052450A, tigr:cds.TGME49_052450A	
TGME49_252465	-1.2	2.38	2.67	1916.t000243, 52.m01548, TGME49_052460, TGME49_052470, TgGLEAN_0982, TgGLEAN_1018, TgGlmHMM_3755, TgTigrScan_3243, TgTigrScan_3244, TgTwinScan_2894, TgTwinScan_2895, TgTwinScan_2896, mrna.TGME49_052460A, mrna.TGME49_052470A, tigr:cds.TGME49_052460A, tigr:cds.TGME49_052470A	
TGME49_252480	-1.6	2.84	3.5	1916.t000241, 52.m02677, TGME49_052480, TgGLEAN_1019, TgTigrScan_3245, mrna.TGME49_052480A, tigr:cds.TGME49_052480A	
TGME49_252490	-1.5	4.68	5.25	1916.t000240, 52.m01549, TGME49_052490, TgGLEAN_0980, TgGlmHMM_3756, TgTigrScan_3246, TgTwinScan_2898, mrna.TGME49_052490A, tigr:cds.TGME49_052490A	
TGME49_252500	1.3	0.58	0.25	1916.t000239, TGME49_052500, TgGLEAN_0979, TgGlmHMM_3757, TgTigrScan_3246, mrna.TGME49_052500A, tigr:cds.TGME49_052500A	
TGME49_252510	-2.2	4.91	6.06	1916.t000238, 52.m01550, TGME49_052510, TgGLEAN_0978, TgGlmHMM_3757, TgTigrScan_3247, TgTwinScan_2899, mrna.TGME49_052510A, tigr:cds.TGME49_052510A	
TGME49_252620	-1.1	0	0.08	1916.t000237, TGME49_052620	
TGME49_252630	-1.1	6.76	6.93	1916.t000236, 52.m02681, TGME49_052630, TgGLEAN_0977, TgGlmHMM_3757, TgTigrScan_3251, TgTwinScan_2900, mrna.TGME49_052630A, tigr:cds.TGME49_052630A	
TGME49_252640	-1	0	0.01	1916.t000235, 52.m01553, TGME49_052640, TgGLEAN_0976, TgGlmHMM_3757, TgTigrScan_3252, TgTwinScan_2900, mrna.TGME49_052640A, tigr:cds.TGME49_052640A	
TGME49_252850	-1.1	0	0.08	1916.t000234, TGME49_052850	
TGME49_252860	-1.1	3.18	3.35	1916.t000233, 52.m03450, TGME49_052860, TgGLEAN_0975, TgGlmHMM_3757, mrna.TGME49_052860A, tigr:cds.TGME49_052860A	
TGME49_252870	-1.2	1.87	2.16	1916.t000232, 52.m01555, TGME49_052870, TgGLEAN_1025, TgGlmHMM_3758, TgTigrScan_3256, mrna.TGME49_052870A, tigr:cds.TGME49_052870A	
TGME49_252880	-1.1	2.36	2.56	1916.t000231, 52.m01556, TGME49_052880, TgGLEAN_0974, TgGlmHMM_3759, TgTigrScan_3257, TgTwinScan_2902, mrna.TGME49_052880A, tigr:cds.TGME49_052880A	
TGME49_252890	-2.1	0.94	1.99	1916.t000230, TGME49_052890	
TGME49_252990	-1.5	1.93	2.48	1916.t000229, TGME49_052990, TgGLEAN_0972, TgGlmHMM_3759, TgTigrScan_3260, mrna.TGME49_052990A, tigr:cds.TGME49_052990A	
TGME49_253000	-1.4	3	3.46	1916.t000228, 52.m02678, TGME49_053000, TgGLEAN_1026, TgGlmHMM_3760, TgTigrScan_3261, TgTwinScan_2905, mrna.TGME49_053000A, tigr:cds.TGME49_053000A	
TGME49_253020	-1.4	3.09	3.52	1916.t000227, 52.m01558, TGME49_053020, TgGLEAN_0970, TgGlmHMM_3761, TgTigrScan_3262, TgTwinScan_2907, mrna.TGME49_053020A, tigr:cds.TGME49_053020A	
TGME49_253030	-1.3	3.19	3.62	1916.t000226, 52.m01559, TGME49_053030, TgGLEAN_1027, TgGlmHMM_3762, TgTigrScan_3263, TgTwinScan_2908, mrna.TGME49_053030A, tigr:cds.TGME49_053030A	
TGME49_253035	-1.4	4.54	5.02	1916.t000225, TGME49_053035	
TGME49_253040	-1.4	3.1	3.59	1916.t000224, 52.m01560, TGME49_053040, TgGLEAN_0969, TgGlmHMM_3763, TgTigrScan_3264, TgTwinScan_2909, mrna.TGME49_053040A, tigr:cds.TGME49_053040A	
TGME49_253050	-1.2	1.37	1.68	1916.t000325, 52.m03457, TGME49_053050, TgTigrScan_3265, mrna.TGME49_053050A, tigr:cds.TGME49_053050A	
TGME49_253060	-1.1	2.98	3.08	1916.t000223, 52.m02679, TGME49_053060, TgGLEAN_1028, TgGlmHMM_3764, TgTigrScan_3265, TgTwinScan_2910, mrna.TGME49_053060A, tigr:cds.TGME49_053060A	
TGME49_253070	-1.3	3.7	4.09	1916.t000222, 52.m01562, TGME49_053070, TgGLEAN_1029, TgGlmHMM_3764, TgTigrScan_3265, TgTwinScan_2911, mrna.TGME49_053070A, tigr:cds.TGME49_053070A	
TGME49_253080	-1.2	4.22	4.5	1916.t000221, 52.m02680, TGME49_053080, TgGLEAN_0968, TgGlmHMM_3765, TgTigrScan_3266, TgTwinScan_2912, mrna.TGME49_053080A, tigr:cds.TGME49_053080A	
TGME49_253090	-1.2	2.32	2.64	1916.t000220, 52.m01563, TGME49_053090, TgGLEAN_1030, TgGlmHMM_3766, TgTigrScan_3267, TgTwinScan_2913, mrna.TGME49_053090A, tigr:cds.TGME49_053090A	
TGME49_253100	1.2	3.21	3	1916.t000219, 52.m01564, TGME49_053100, TgGLEAN_0967, TgTigrScan_3268, TgTwinScan_2914, mrna.TGME49_053100A, tigr:cds.TGME49_053100A	
TGME49_253110	-2.3	1.52	2.71	1916.t000218, 52.m01565, TGME49_053110, TgGLEAN_1031, TgGlmHMM_3766, TgTigrScan_3269, TgTigrScan_3270, TgTwinScan_2915, mrna.TGME49_053110A, tigr:cds.TGME49_053110A	
TGME49_253120	-2.2	3.76	4.92	1916.t000217, 52.m01566, TGME49_053120, TgGLEAN_0966, TgGlmHMM_3767, mrna.TGME49_053120A, tigr:cds.TGME49_053120A	
TGME49_253130	1.3	2.42	2.07	1916.t000216, 52.m03458, TGME49_053130, TgGLEAN_1033, TgTigrScan_3271, TgTwinScan_2917, mrna.TGME49_053130A, tigr:cds.TGME49_053130A	
TGME49_253140	-1.1	2.13	2.22	1916.t000215, 52.m01567, TGME49_053140, TgGLEAN_0965, TgGlmHMM_3768, TgTigrScan_3272, TgTwinScan_2918, mrna.TGME49_053140A, tigr:cds.TGME49_053140A	
TGME49_253150	-2.7	7.93	9.36	1916.t000214, 52.m01568, TGME49_053150, TgGLEAN_1034, TgGlmHMM_3769, TgTigrScan_3273, TgTwinScan_2919, mrna.TGME49_053150A, tigr:cds.TGME49_053150A	
TGME49_253160	-1.2	4.66	4.98	1916.t000213, 52.m01569, TGME49_053160, TgGLEAN_0964, TgGlmHMM_3770, TgTigrScan_3274, TgTwinScan_2920, mrna.TGME49_053160A, tigr:cds.TGME49_053160A	
TGME49_253170	-1.7	3.29	4.08	1916.t000212, 52.m01570, TGME49_053170, TgGLEAN_1036, TgGlmHMM_3771, TgTigrScan_3276, TgTwinScan_2921, mrna.TGME49_053170A, tigr:cds.TGME49_053170A	
TGME49_253180	1	0	0	18.t000001, 52.m02683, TGME49_053180, TgGLEAN_1037, TgGLEAN_1038, TgGlmHMM_3771, TgTigrScan_3277, TgTigrScan_3278, TgTwinScan_2922, mrna.TGME49_053180A, tigr:cds.TGME49_053180A	
TGME49_253290	-1.2	5.71	6.03	1916.t000210, 52.m00009, TGME49_053290, TgGLEAN_1039, TgGlmHMM_3771, TgTigrScan_3279, TgTwinScan_2923, mrna.TGME49_053290A, tigr:cds.TGME49_053290A	
TGME49_253300	-2.9	2.63	4.18	1916.t000209, 52.m01575, TGME49_053300, TgGLEAN_1040, TgGlmHMM_3772, TgTigrScan_6221, TgTwinScan_2924, mrna.TGME49_053300A, tigr:cds.TGME49_053300A	
TGME49_253310	-1.2	2.72	2.99	1916.t000208, 52.m01576, TGME49_053310, TgGLEAN_0963, TgGlmHMM_3773, TgTigrScan_6222, mrna.TGME49_053310A, tigr:cds.TGME49_053310A	
TGME49_253320	-1.2	4.04	4.35	1916.t000207, 52.m01577, TGME49_053320, TgGLEAN_1041, TgGlmHMM_3774, TgTigrScan_6223, TgTwinScan_2925, mrna.TGME49_053320A, tigr:cds.TGME49_053320A	
TGME49_253330	1.5	0.69	0.07	1916.t000206, 52.m01578, TGME49_053330, TgGLEAN_0962, TgTigrScan_6224, mrna.TGME49_053330A, tigr:cds.TGME49_053330A	
TGME49_253340	-3.3	0.71	2.41	1916.t000205, 52.m01579, TGME49_053340, TgGLEAN_1042, TgGlmHMM_3774, TgTigrScan_6225, TgTwinScan_2926, mrna.TGME49_053340A, tigr:cds.TGME49_053340A	
TGME49_253350	-1.5	2.9	3.45	1916.t000204, 52.m01580, TGME49_053350, TgGLEAN_1043, TgGlmHMM_3774, TgTigrScan_6226, TgTwinScan_2926, mrna.TGME49_053350A, tigr:cds.TGME49_053350A	
TGME49_253360	-1.2	4.26	4.49	1916.t000203, 52.m00013, TGME49_053360, TgGLEAN_0961, TgGlmHMM_3775, TgTigrScan_6227, TgTwinScan_2927, mrna.TGME49_053360A, tigr:cds.TGME49_053360A	
TGME49_253370	1.1	4.36	4.24	1916.t000202, 52.m01582, TGME49_053370, TgGLEAN_1044, TgGlmHMM_3776, TgTigrScan_6228, TgTwinScan_2928, mrna.TGME49_053370A, tigr:cds.TGME49_053370A	
TGME49_253380	-2.1	1.3	2.37	1916.t000201, 52.m01583, TGME49_053380, TgGLEAN_1045, TgGlmHMM_3776, TgTigrScan_6229, TgTwinScan_2929, mrna.TGME49_053380A, tigr:cds.TGME49_053380A	
TGME49_253390	-1.4	2.75	3.26	1916.t000200, 52.m01584, TGME49_053390, TgGLEAN_0960, TgGlmHMM_3777, TgTigrScan_6230, mrna.TGME49_053390A, tigr:cds.TGME49_053390A	
TGME49_253400	-1.4	2.74	3.19	1916.t000199, 52.m01585, TGME49_053400, TgGLEAN_0959, TgGlmHMM_3777, TgTigrScan_6231, TgTwinScan_2930, mrna.TGME49_053400A, tigr:cds.TGME49_053400A	
TGME49_253410	-1.3	2.66	2.98	1916.t000198, 52.m01586, TGME49_053410, TgGLEAN_1046, TgGlmHMM_3778, TgTwinScan_2931, mrna.TGME49_053410A, tigr:cds.TGME49_053410A	
TGME49_253420	-1.2	4.73	5	1916.t000197, 52.m01587, TGME49_053420, TgGLEAN_0958, TgGlmHMM_3779, TgTigrScan_6231, TgTwinScan_2932, mrna.TGME49_053420A, tigr:cds.TGME49_053420A	
TGME49_253430	-1.2	5.77	6.08	1916.t000196, 52.m00010, TGME49_053430, TgGLEAN_1047, TgGlmHMM_3780, TgTigrScan_1643, TgTigrScan_6232, TgTwinScan_2933, mrna.TGME49_053430A, tigr:cds.TGME49_053430A	
TGME49_253440	-1.3	5.45	5.83	1916.t000195, 52.m00016, 52.m02728, TGME49_053440, TGME49_053450, TgGLEAN_1048, TgGlmHMM_3780, TgTigrScan_1645, TgTwinScan_2935, mrna.TGME49_053440A, tigr:cds.TGME49_053440A	
TGME49_253460	-1.1	0.29	0.41	1916.t000194, 52.m00022, TGME49_053460, mrna.TGME49_053460A, tigr:cds.TGME49_053460A	
TGME49_253470	-1.3	5.25	5.58	1916.t000193, 52.m01590, TGME49_053470, TgGLEAN_1049, TgGlmHMM_3780, TgTigrScan_1646, TgTwinScan_2936, mrna.TGME49_053470A, tigr:cds.TGME49_053470A	
TGME49_253480	-1.3	0.64	0.98	1916.t000192, 52.m01591, TGME49_053480, TgGlmHMM_3781, mrna.TGME49_053480A, tigr:cds.TGME49_053480A	
TGME49_253490	-1.7	3.04	3.81	1916.t000191, 52.m01592, TGME49_053490, TgGLEAN_1050, TgGlmHMM_3781, TgTigrScan_1648, TgTwinScan_2937, mrna.TGME49_053490A, tigr:cds.TGME49_053490A	
TGME49_253500	-2	3.16	4.17	1916.t000190, TGME49_053500, TgGlmHMM_3781	
TGME49_253510	-1.2	4.64	4.89	1916.t000189, 52.m01593, TGME49_053510, TgGLEAN_1052, TgGlmHMM_3781, TgTigrScan_1650, TgTwinScan_2939, mrna.TGME49_053510A, tigr:cds.TGME49_053510A	
TGME49_253520	-1.1	2.91	3.06	1916.t000188, 52.m01594, TGME49_053520, TgGLEAN_0954, TgGLEAN_0955, TgGlmHMM_3782, TgTigrScan_1651, TgTwinScan_2940, mrna.TGME49_053520A, tigr:cds.TGME49_053520A	
TGME49_253530	-1	4.35	4.37	1916.t000187, 52.m01595, TGME49_053530, TgGLEAN_1053, TgGlmHMM_3783, TgTigrScan_1652, TgTwinScan_2941, mrna.TGME49_053530A, tigr:cds.TGME49_053530A	
TGME49_253540	-1.6	3.23	3.92	1916.t000186, 52.m01596, TGME49_053540, TgGLEAN_0953, TgGlmHMM_3784, TgTigrScan_1653, TgTwinScan_2942, mrna.TGME49_053540A, tigr:cds.TGME49_053540A	
TGME49_253550	-1.2	4.23	4.49	1916.t000185, 52.m01597, TGME49_053550, TgGLEAN_1054, TgGlmHMM_3785, TgTigrScan_1654, TgTwinScan_2943, mrna.TGME49_053550A, tigr:cds.TGME49_053550A	
TGME49_253560	-1.2	1.29	1.57	1916.t000184, 52.m03447, 52.m03448, TGME49_053560, TgGLEAN_0951, TgGLEAN_0952, TgGlmHMM_3786, TgTigrScan_1655, TgTigrScan_1656, TgTwinScan_2944, mrna.TGME49_053560A, tigr:cds.TGME49_053560A	
TGME49_253570	-2.1	2.71	3.81	1916.t000183, 52.m02684, TGME49_053570, TgGLEAN_1055, TgGlmHMM_3787, TgTigrScan_1658, TgTwinScan_2945, mrna.TGME49_053570A, tigr:cds.TGME49_053570A	
TGME49_253580	-7	1.53	4.34	1916.t000182, 52.m02687, TGME49_053580, TgGlmHMM_3787, TgTigrScan_1659, mrna.TGME49_053580A, tigr:cds.TGME49_053580A	
TGME49_253600	-1	2.18	2.24	1916.t000181, 52.m01598, TGME49_053600, TgGLEAN_1056, TgGlmHMM_3787, TgTigrScan_1660, TgTwinScan_2946, mrna.TGME49_053600A, tigr:cds.TGME49_053600A	
TGME49_253615	-1.6	2.11	2.82	1916.t000180, 52.m01599, 52.m01600, 52.m03446, TGME49_053610, TGME49_053620, TGME49_053630, TgGLEAN_0948, TgGLEAN_0949, TgGlmHMM_3788, TgTigrScan_1661, TgTigrScan_1662, TgTwinScan_2947, TgTwinScan_2948, mrna.TGME49_053610A, mrna.TGME49_053620A, mrna.TGME49_053630A, tigr:cds.TGME49_053610A, tigr:cds.TGME49_053620A, tigr:cds.TGME49_053630A	
TGME49_253640	-1.2	4.78	5	1916.t000179, 52.m00017, TGME49_053640, TgGLEAN_1058, TgGlmHMM_3789, TgTigrScan_1664, TgTwinScan_2949, mrna.TGME49_053640A, tigr:cds.TGME49_053640A	
TGME49_253650	-1.4	4.14	4.65	1916.t000178, 52.m01602, TGME49_053650, TgGLEAN_0947, TgGlmHMM_3790, TgTigrScan_1665, TgTwinScan_2950, mrna.TGME49_053650A, tigr:cds.TGME49_053650A	
TGME49_253660	-1.7	2.7	3.49	1916.t000177, 52.m03445, TGME49_053660, TgGlmHMM_3790, mrna.TGME49_053660A, tigr:cds.TGME49_053660A	
TGME49_253670	-1.3	0	0.42	1916.t000176, 52.m01603, TGME49_053670, TgGLEAN_1059, TgGlmHMM_3791, TgTigrScan_1666, TgTwinScan_2951, mrna.TGME49_053670A, tigr:cds.TGME49_053670A	
TGME49_253680	1.2	0.37	0.09	1916.t000175, 52.m02726, TGME49_053680, TgGLEAN_0946, TgTwinScan_2952, mrna.TGME49_053680A, tigr:cds.TGME49_053680A	
TGME49_253690	-1.5	1.58	2.17	1916.t000174, 52.m03460, TGME49_053690, TgGlmHMM_3791, mrna.TGME49_053690A, tigr:cds.TGME49_053690A	
TGME49_253700	-1.6	3.78	4.45	1916.t000173, 52.m02689, TGME49_053700, TgGLEAN_0945, TgGlmHMM_3792, TgTigrScan_1668, TgTwinScan_2953, mrna.TGME49_053700A, tigr:cds.TGME49_053700A	
TGME49_253710	-4.6	3.55	5.76	1916.t000172, 52.m00020, TGME49_053710, TgGLEAN_0944, TgGlmHMM_3792, TgTigrScan_1669, TgTwinScan_2954, mrna.TGME49_053710A, tigr:cds.TGME49_053710A	
TGME49_253730	-1.2	4.82	5.13	1916.t000171, 52.m01606, TGME49_053730, TgGLEAN_0942, TgGlmHMM_3792, TgTigrScan_1671, TgTwinScan_2955, mrna.TGME49_053730A, tigr:cds.TGME49_053730A	
TGME49_253740	-1.1	2.57	2.74	1916.t000170, 52.m01607, TGME49_053740, TgGLEAN_1061, TgGLEAN_1062, TgGlmHMM_3793, TgTigrScan_1672, TgTigrScan_1673, TgTwinScan_2956, mrna.TGME49_053740A, tigr:cds.TGME49_053740A	
TGME49_253750	1	2.54	2.53	1916.t000169, 52.m01609, TGME49_053750, TgGLEAN_0941, TgGlmHMM_3794, TgTigrScan_1674, TgTigrScan_1675, TgTwinScan_2957, mrna.TGME49_053750A, tigr:cds.TGME49_053750A	
TGME49_253755	-1.1	4.84	4.92	1916.t000168, TGME49_053755	
TGME49_253760	-1	1.61	1.68	1916.t000167, 52.m03461, TGME49_053760, TgTigrScan_1678, mrna.TGME49_053760A, tigr:cds.TGME49_053760A	
TGME49_253770	-1.5	0.96	1.51	1916.t000166, 52.m03462, TGME49_053770, TgTigrScan_1678, mrna.TGME49_053770A, tigr:cds.TGME49_053770A	
TGME49_253780	-1.3	5.43	5.83	1916.t000165, 52.m01611, 52.m03442, TGME49_053780, TgGLEAN_0940, TgGlmHMM_3794, TgTigrScan_1679, TgTwinScan_2959, mrna.TGME49_053780A, tigr:cds.TGME49_053780A	
TGME49_253790	-1.8	0.35	1.22	1916.t000164, 52.m02722, TGME49_053790, TgGlmHMM_3795, mrna.TGME49_053790A, tigr:cds.TGME49_053790A	
TGME49_253800	-1.3	4.15	4.57	1916.t000163, 52.m01612, TGME49_053800, TgGLEAN_1065, TgGlmHMM_3795, TgTigrScan_1682, TgTwinScan_2961, mrna.TGME49_053800A, tigr:cds.TGME49_053800A	
TGME49_253810	-1.3	2.93	3.36	1916.t000162, 52.m01613, TGME49_053810, TgGLEAN_0939, TgGlmHMM_3796, TgTigrScan_1683, TgTwinScan_2962, mrna.TGME49_053810A, tigr:cds.TGME49_053810A	
TGME49_253820	-1.7	4.96	5.71	1916.t000161, 52.m00018, TGME49_053820, TgGLEAN_1066, TgGlmHMM_3797, TgTigrScan_1684, TgTwinScan_2963, mrna.TGME49_053820A, tigr:cds.TGME49_053820A	
TGME49_253830	-1.1	4.38	4.54	1916.t000160, 52.m02690, TGME49_053830, TgGLEAN_1067, TgTigrScan_1685, mrna.TGME49_053830A, tigr:cds.TGME49_053830A	
TGME49_253850	-1.3	3.31	3.69	1916.t000159, 52.m01615, TGME49_053850, TgGLEAN_1068, TgTigrScan_1686, TgTwinScan_2964, mrna.TGME49_053850A, tigr:cds.TGME49_053850A	
TGME49_253860	-1.5	2.77	3.39	1916.t000158, 52.m00019, TGME49_053860, TgGLEAN_0938, TgGlmHMM_3798, TgTigrScan_1687, TgTwinScan_2965, mrna.TGME49_053860A, tigr:cds.TGME49_053860A	
TGME49_253870	-1.5	1.55	2.12	1916.t000157, 52.m02691, TGME49_053870, TgGLEAN_0935, TgGLEAN_0936, TgGLEAN_0937, TgGlmHMM_3798, TgGlmHMM_3800, TgTigrScan_1688, TgTigrScan_1689, TgTwinScan_2966, mrna.TGME49_053870A, tigr:cds.TGME49_053870A	
TGME49_253880	-3.7	3.07	4.96	1916.t000156, 52.m01617, TGME49_053880, TgGLEAN_1069, TgGlmHMM_3801, TgTigrScan_1690, TgTwinScan_2967, mrna.TGME49_053880A, tigr:cds.TGME49_053880A	
TGME49_253890	-1.2	3.31	3.55	1916.t000154, 52.m00011, TGME49_053890, TgGLEAN_0934, TgGlmHMM_3802, TgTigrScan_1691, TgTwinScan_2968, mrna.TGME49_053890A, tigr:cds.TGME49_053890A	
TGME49_253900	1.1	4.8	4.67	1916.t000153, 52.m01619, TGME49_053900, TgGLEAN_0933, TgGlmHMM_3803, TgTigrScan_2021, TgTwinScan_2969, mrna.TGME49_053900A, tigr:cds.TGME49_053900A	
TGME49_253910	-2.1	2.27	3.31	1916.t000152, 52.m01620, TGME49_053910, TgGLEAN_0931, TgGLEAN_0932, TgGlmHMM_3803, TgTigrScan_2022, TgTwinScan_2970, mrna.TGME49_053910A, tigr:cds.TGME49_053910A	
TGME49_253920	-1.5	1.74	2.34	1916.t000151, TGME49_053920, TgGLEAN_1070, TgGlmHMM_3804, TgTigrScan_2025, TgTwinScan_2971, mrna.TGME49_053920A, tigr:cds.TGME49_053920A	
TGME49_253925	-1.5	1.79	2.4	1916.t000150, TGME49_053925	
TGME49_253930	-1.6	2.02	2.71	1916.t000148, 52.m01621, TGME49_053930, TgGLEAN_1070, TgGlmHMM_3804, TgTigrScan_2025, TgTwinScan_2971, mrna.TGME49_053930A, tigr:cds.TGME49_053930A	
TGME49_253940	-2.3	1	2.18	1916.t000146, 52.m01622, TGME49_053940, TgGLEAN_0929, TgGlmHMM_3805, TgTigrScan_2026, TgTwinScan_2972, mrna.TGME49_053940A, tigr:cds.TGME49_053940A	
TGME49_253950	-1.5	3.81	4.35	1916.t000145, 52.m01623, TGME49_053950, TgGLEAN_1071, TgGlmHMM_3806, TgTigrScan_2027, TgTwinScan_2973, mrna.TGME49_053950A, tigr:cds.TGME49_053950A	
TGME49_253960	1	3.23	3.19	1916.t000144, 52.m01624, TGME49_053960, TgGLEAN_0928, TgGlmHMM_3807, TgTigrScan_2028, TgTwinScan_2974, mrna.TGME49_053960A, tigr:cds.TGME49_053960A	
TGME49_253970	-1.1	2.28	2.39	1916.t000143, 52.m01625, TGME49_053970, TgGLEAN_1072, TgTigrScan_2029, mrna.TGME49_053970A, tigr:cds.TGME49_053970A	
TGME49_253990	-1.4	2.15	2.67	1916.t000142, 52.m01626, TGME49_053990, TgGLEAN_1073, TgGlmHMM_3808, TgTigrScan_2032, TgTwinScan_2977, mrna.TGME49_053990A, tigr:cds.TGME49_053990A	
TGME49_254000	-1.6	2.58	3.25	1916.t000141, 52.m01627, TGME49_054000, TgGLEAN_0925, TgGlmHMM_3809, TgTigrScan_2033, TgTigrScan_2034, TgTwinScan_2978, mrna.TGME49_054000A, tigr:cds.TGME49_054000A	
TGME49_254010	-2.2	3.4	4.56	1916.t000140, 52.m01628, TGME49_054010, TgGLEAN_1074, TgGlmHMM_3810, TgTigrScan_2035, TgTwinScan_2979, mrna.TGME49_054010A, tigr:cds.TGME49_054010A	
TGME49_254020	-1.6	3.65	4.35	1916.t000139, 52.m01629, TGME49_054020, TgGLEAN_0924, TgGlmHMM_3811, TgTwinScan_2980, mrna.TGME49_054020A, tigr:cds.TGME49_054020A	
TGME49_254030	1	8.33	8.29	1916.t000138, 52.m02692, TGME49_054030, TgGLEAN_1075, TgTigrScan_2036, TgTwinScan_2981, mrna.TGME49_054030A, tigr:cds.TGME49_054030A	
TGME49_254040	-1.3	1.46	1.89	1916.t000324, 52.m03464, TGME49_054040, TgGLEAN_1075, TgTigrScan_2036, mrna.TGME49_054040A, tigr:cds.TGME49_054040A	
TGME49_254050	-1.4	4.27	4.77	1916.t000137, TGME49_054050, TgGLEAN_0923, TgGlmHMM_3811, TgTigrScan_2037, TgTwinScan_2982, mrna.TGME49_054050A, tigr:cds.TGME49_054050A	
TGME49_254060	1.2	5.91	5.64	1916.t000136, 52.m01630, TGME49_054060, TgGLEAN_1077, TgGlmHMM_3812, TgTigrScan_2038, mrna.TGME49_054060A, tigr:cds.TGME49_054060A	
TGME49_254070	1.1	0.15	0.03	1916.t000135, TGME49_054070, TgGLEAN_1078, TgGlmHMM_3812, TgTigrScan_2039, TgTwinScan_2983, mrna.TGME49_054070A, tigr:cds.TGME49_054070A	
TGME49_254080	-1.1	3.27	3.45	1916.t000134, 52.m01632, TGME49_054080, TgGLEAN_1079, TgGlmHMM_3813, TgTigrScan_2040, mrna.TGME49_054080A, tigr:cds.TGME49_054080A	
TGME49_254090	-1.3	3.57	3.97	1916.t000133, 52.m01633, TGME49_054090, TgGLEAN_0922, TgGlmHMM_3814, TgTigrScan_2041, TgTwinScan_2984, mrna.TGME49_054090A, tigr:cds.TGME49_054090A	
TGME49_254110	-1.3	3.08	3.43	1916.t000132, 52.m01634, TGME49_054110, TgGLEAN_1081, TgGlmHMM_3815, TgTigrScan_2042, TgTwinScan_2985, mrna.TGME49_054110A, tigr:cds.TGME49_054110A	
